,Canonical_smiles,IC50(nM),ClassA,ClassB,ClassC,ClassD,ClassE,ClassI,ClassJ,No,Murcko
1173,CN1CCN(CCc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6ccccc6)c2)CC1,5870.0,0,,,,,1,1,7035,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(CCN4CCNCC4)ccc2-3)cs1)COc1ccccc1
6783,COc1cc(ncc1C#N)[C@H](O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2,18000.0,0,0,,,,0,1,7036,O=C1OCc2cc(CCN3CCN(CCc4ccccn4)CC3)ccc21
8223,Fc1ccc(OCCCNC(=N)Nc2ccc(I)cc2)cc1,109.1,1,1,1,1,1,1,1,7037,N=C(NCCCOc1ccccc1)Nc1ccccc1
315,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@@H](O[C@H](C)CC3=O)O[C@@H]2[C@H]1O,1000000.0,0,0,0,0,0,0,0,7038,O=C1CCOC2OC3CCCCC3OC12
7145,Fc1cccc(c1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,258.0,1,1,1,1,1,1,1,7039,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1
5252,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCCC4)c5ccc(Cl)cc5,100000.0,0,0,0,0,0,0,0,7040,O=C(NC(CCCN1CCCC1)c1ccccc1)C1CCN(c2ncnc3[nH]ccc23)CC1
499,CCC(O)(CC)c1cn(c2ccc(F)cc2)c3ccc(Cl)cc13,15700.0,0,0,,,,0,1,7041,c1ccc(-n2ccc3ccccc32)cc1
6682,NC1COCC1Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,3600.0,0,,,,,1,1,7042,O=C1COc2ccc(CNC34CCC(CCc5ccnc6ccc(OC7CCOC7)nc56)(CC3)OC4)nc2N1
5953,OCCOC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccc(F)cn4,39810.72,0,0,0,0,,0,0,7043,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1
6102,Cn1ncc(C(=O)N2[C@@H]3CC[C@H]2C[C@H](C3)Nc4n[nH]c5ccc(F)cc45)c1Cl,33000.0,0,0,0,0,,0,0,7044,O=C(c1cn[nH]c1)N1C2CCC1CC(Nc1n[nH]c3ccccc13)C2
8264,Clc1ccc(CN2C(=O)n3ncnc3c4c5CCN(Cc6ccccc6)Cc5sc24)cc1,490.0,1,1,1,1,1,1,1,7045,O=c1n(Cc2ccccc2)c2sc3c(c2c2ncnn12)CCN(Cc1ccccc1)C3
6877,C[C@]1(N)CC[C@@H](Nc2c(cnn3cc(cc23)c4cccnc4)C(=O)N)C1(C)C,80000.0,0,0,0,0,0,0,0,7046,c1cncc(-c2cc3c(NC4CCCC4)ccnn3c2)c1
7317,O=C(Cc1ccc(cn1)n2cnnn2)N3CCC(CCc4ccc5C(=O)OCc5c4)CC3,7900.0,0,,,,,1,1,7047,O=C1OCc2cc(CCC3CCN(C(=O)Cc4ccc(-n5cnnn5)cn4)CC3)ccc21
6847,Cc1cc(Cl)cnc1C(=O)Nc2ccc3OC(C)(C)C4(COC4)C5(COC(=N5)N)c3c2,10000.0,0,,,,,1,1,7048,O=C(Nc1ccc2c(c1)C1(COC=N1)C1(COC1)CO2)c1ccccn1
2543,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(C)nc4C,5100.0,0,,,,,1,1,7049,c1ncc(-c2ccc3cc(CCN4CCCC4)ccc3n2)s1
2,C[S+]([O-])c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,1000000.0,0,0,0,0,0,0,0,7050,c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1
4856,CNc1nn2cc3CN(C)CCc3nc2c1S(=O)(=O)c4ccccc4,500.0,1,1,1,1,1,1,1,7051,O=S(=O)(c1ccccc1)c1cnn2cc3c(nc12)CCNC3
6202,COc1ccc2N=CC(=O)N(CC(N)C3(F)CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,33000.0,0,0,0,0,,0,0,7052,O=C1COc2ccc(CNC3CCC(CCn4c(=O)cnc5ccccc54)CC3)nc2N1
327,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,9500.0,0,,,,,1,1,7053,c1ccc(Nc2ccnc3ccccc23)cc1
2541,CCC(CC)NCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F,320.0,1,1,1,1,1,1,1,7054,c1ccc(-c2ccncn2)cc1
6868,CC1(C)Oc2ccc(NC(=O)c3cnc(cn3)C(F)F)cc2[C@@]4(COC(=N4)N)C15CC5,15100.0,0,0,,,,0,1,7055,O=C(Nc1ccc2c(c1)C1(COC=N1)C1(CC1)CO2)c1cnccn1
496,Clc1ccc2c(c1)c(cn2C3CCCCC3)C4CCN(CCN5CCNC5=O)CC4,137.0,1,1,1,1,1,1,1,7056,O=C1NCCN1CCN1CCC(c2cn(C3CCCCC3)c3ccccc23)CC1
3406,OC(=O)C1=CC(=C2C=CC=CN2C1=O)CN3CCC(CC3)(C#N)c4ccccn4,30000.0,0,0,0,,,0,0,7057,O=c1ccc(CN2CCC(c3ccccn3)CC2)c2ccccn12
7953,CCOC(=O)C1=C(CN2CCOC[C@@H]2CCC(=O)O)NC(=N[C@H]1c3ccc(F)cc3Br)c4nccs4,30000.0,0,0,0,,,0,0,7058,C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1
2938,Cc1ncoc1c2nnc(SCCCN3CCC4CC4(C3)c5cccc(c5)C(F)(F)F)n2C,1995.26,0,,,,,1,1,7059,c1ccc(C23CC2CCN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1
5379,CC(C)(C)NC(=O)NCCN1CCC(C1)NC(=O)c2cc(Cl)cc(Cl)c2,6600.0,0,,,,,1,1,7060,O=C(NC1CCNC1)c1ccccc1
7235,CC(C)(C)NC(=O)C1N(Cc2cc(F)ccc2c3ccc(F)cc3)C(=O)c4ccccc14,33000.0,0,0,0,0,,0,0,7061,O=C1c2ccccc2CN1Cc1ccccc1-c1ccccc1
2073,Oc1cc(Cl)ccc1CNC(=O)C2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2,1550.0,0,,,,,1,1,7062,O=C(NCc1ccccc1)C1CCN(Cc2ccn(-c3ccccc3)c2)CC1
3226,CC(N(C)C)C1(CCCCC1)c2ccc(Cl)c(Cl)c2,40000.0,0,0,0,0,,0,0,7063,c1ccc(C2CCCCC2)cc1
4426,N[C@@H]1CCCN(C1)c2c(\C=C\3/SC(=O)NC3=O)cccc2c4ccncc4,30000.0,0,0,0,,,0,0,7065,O=C1NC(=O)C(=Cc2cccc(-c3ccncc3)c2N2CCCCC2)S1
2156,FC(F)(F)c1ccccc1c2noc(n2)C3CCN(CC3)C(=O)NC4CC4c5ccccc5,6000.0,0,,,,,1,1,7067,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccc3)no2)CC1
2828,Cl.Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cc(F)cc(c5)C(F)(F)F)n2C,1995.26,0,,,,,1,1,7068,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1
6232,CS(=O)c1cccc(c1)c2ccc3ncc(c4ccc(cc4)S(=O)(=O)C)n3n2,4000.0,0,,,,,1,1,7069,c1ccc(-c2ccc3ncc(-c4ccccc4)n3n2)cc1
3119,COc1cc(\C=C\C2=Nc3cc(Br)ccc3C(=O)N2)ccc1n4cnc(C)c4,10000.0,0,,,,,1,1,7070,O=c1[nH]c(C=Cc2ccc(-n3ccnc3)cc2)nc2ccccc12
5786,CC(C)N1CCN(CC1)C(=O)N2CCC3(CCCN(C3)C4CCOCC4)C2,33000.0,0,0,0,0,,0,0,7071,O=C(N1CCNCC1)N1CCC2(CCCN(C3CCOCC3)C2)C1
4189,Fc1ccccc1C(=O)Nc2ccc(c3oc(NCCCN4CCCCC4)nn3)c(c2)C(F)(F)F,5011.87,0,,,,,1,1,7072,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1
7999,Cn1cc(cn1)c2ccc(Nc3nn(cc3C(=O)N)[C@H]4COCC[C@@H]4C#N)cc2,60000.0,0,0,0,0,0,0,0,7073,c1cc(-c2cn[nH]c2)ccc1Nc1ccn(C2CCCOC2)n1
1818,CC1=Nc2cc(F)c(F)cc2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3,10000.0,0,,,,,1,1,7074,O=c1c2ccccc2ncn1-c1ccc(OC2CCN(C3CCC3)CC2)cc1
3095,CC(C)C(Br)C(=O)NC(=O)N,1000000.0,0,0,0,0,0,0,0,7075,
4445,O=C1COc2ccccc2N1CCCN3CCC(CC3)N4C(=O)Nc5ccncc45,50000.0,0,0,0,0,0,0,0,7076,O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccncc32)CC1
115,CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2,10.0,1,1,1,1,1,1,1,7077,c1ccc(CCNCCOc2ccccc2)cc1
3358,CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4nncc(n4)C(F)(F)F,8900.0,0,,,,,1,1,7078,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2nccnn2)CC1
4871,NC1=NC(c2ccncc2)(c3cccc(c3)c4cncc(F)c4)c5cccc(F)c15,1600.0,0,,,,,1,1,7079,C1=NC(c2ccncc2)(c2cccc(-c3cccnc3)c2)c2ccccc21
5478,O[C@H](COc1cc(O)ccc1C(=O)N2CCC(O)CC2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,1600.0,0,,,,,1,1,7080,O=C(c1ccccc1OCCCN1CCC2(CC1)Cc1ccccc1O2)N1CCCCC1
2829,O=C(C1CCOC1)N2C[C@@H]3[C@H](CNc4nc(cs4)c5ccccn5)[C@@H]3C2,1995.26,0,,,,,1,1,7081,O=C(C1CCOC1)N1CC2C(CNc3nc(-c4ccccn4)cs3)C2C1
1733,CN1CCc2cncn2Cc3ccc(C#N)c(Oc4ccc5cccc(N6CC[C@@H]1C6=O)c5c4)c3,180.0,1,1,1,1,1,1,1,7082,O=C1C2CCN1c1cccc3ccc(cc13)Oc1cccc(c1)Cn1cncc1CCN2
3694,Cn1nc(NCC(=O)NC2CN(C2)[C@@H]3CC[C@@H](CC3)c4ccccc4)c5cc(ccc15)C(F)(F)F,10000.0,0,,,,,1,1,7083,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCC(c3ccccc3)CC2)C1
6331,CC(=O)C1=NN(\C(=N\c2nc(cc(c3ccccc3)c2C#N)c4ccccc4)\S1)c5ccc(C)cc5,28700.0,0,0,0,,,0,0,7084,c1ccc(-c2cc(N=c3scnn3-c3ccccc3)nc(-c3ccccc3)c2)cc1
3603,COC(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,14800.0,0,0,,,,0,1,7086,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccccc54)CC3)nc2N1
3111,O[C@H](CCNC(=O)c1cc2ccccc2[nH]1)CN3CCN(CC3)c4cccc(Cl)c4Cl,380.0,1,1,1,1,1,1,1,7087,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1cc2ccccc2[nH]1
2378,CCCOCCN1C(=O)C(=Nc2cnc(cc12)c3ccc(OC)nc3)N4CCN(CC)CC4,320.0,1,1,1,1,1,1,1,7088,O=c1[nH]c2cc(-c3cccnc3)ncc2nc1N1CCNCC1
714,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)[C@H](O)[C@H](O)[C@H]1O,5800.0,0,,,,,1,1,7089,O=C1C=C(C2CCC3C2CCC2C4CCC(OC5CCCCO5)CC4CCC23)CO1
6556,CCc1onc(n1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)c7cnn(C)c7,9600.0,0,,,,,1,1,7090,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(c4cn[nH]c4)(c4ncon4)N3)n2)nc1
5592,COC(=O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(OC4CCCC4)cc3,9560.0,0,,,,,1,1,7091,O=S(=O)(NCCc1c[nH]c2ccccc12)c1ccc(OC2CCCC2)cc1
6063,Nc1nc(cn1CC(O)c2ccc(Cl)cc2Cl)C3CC3,4500.0,0,,,,,1,1,7092,c1ccc(CCn2cnc(C3CC3)c2)cc1
678,CN(C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c3ccc(nc3)c4ccc(F)cc4,10000.0,0,,,,,1,1,7093,O=C(NC1CCc2ccccc2C1)c1ccc(-c2ccccc2)nc1
5,COCCc1ccc(OCC(O)CNC(C)C)cc1,1000000.0,0,0,0,0,0,0,0,7094,c1ccccc1
6062,Cc1nc(N)n(CC(O)c2ccc(Cl)cc2Cl)c1C,33300.0,0,0,0,0,,0,0,7095,c1ccc(CCn2ccnc2)cc1
2117,Cn1cnc(c1)C(=O)N(C[C@@H]2[C@H]3CNC[C@@H]23)Cc4ccc(F)c(Cl)c4,14600.0,0,0,,,,0,1,7096,O=C(c1c[nH]cn1)N(Cc1ccccc1)CC1C2CNCC21
674,COc1ccc2C(=O)N(CC(O)CO)C(=C(c3cccc(c3)C(F)(F)F)c2c1)C#N,16000.0,0,0,,,,0,1,7097,O=c1[nH]cc(-c2ccccc2)c2ccccc12
4322,Cl.CCN[C@@H]1CC[C@@H](CC1)c2c[nH]c3ccc(NC(=N)c4cccs4)cc23,23000.0,0,0,0,,,0,0,7098,N=C(Nc1ccc2[nH]cc(C3CCCCC3)c2c1)c1cccs1
6406,ONC(=O)C1(CCC2(CCNCC2)C1)S(=O)(=O)c3ccc(Oc4ccc(cc4)C(=O)N5CCCC5)cc3,100000.0,0,0,0,0,0,0,0,7099,O=C(c1ccc(Oc2ccc(S(=O)(=O)C3CCC4(CCNCC4)C3)cc2)cc1)N1CCCC1
1219,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6oc(nc6cc5CC4)C(F)(F)F)n3C,1000.0,1,1,1,1,1,1,1,7100,c1cc(-c2nnc(SCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1
6906,Clc1ccc(Cn2c(nc3cc(Cl)c(Cl)cc23)C4=CNC(=O)C=C4)cc1Cl,5000.0,0,,,,,1,1,7101,O=c1ccc(-c2nc3ccccc3n2Cc2ccccc2)c[nH]1
6411,COc1cc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2nc1OC,13.91,1,1,1,1,1,1,1,7102,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1
5827,Cl.Cl.Cl.Cl.Cc1c(cc(c2ccccn2)n1C)C(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl,1700.0,0,,,,,1,1,7103,O=C(NCCCN1CCN(c2ccccc2)CC1)c1c[nH]c(-c2ccccn2)c1
8023,CC(C)c1cc(CN2Cc3ccccc3S2(=O)=O)nn1C(C)(C)C,19300.0,0,0,,,,0,1,7104,O=S1(=O)c2ccccc2CN1Cc1cc[nH]n1
5085,COC1COCCC1N[C@@H]2C[C@H]3C[C@@H](C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)N(C)C,50000.0,0,0,0,0,0,0,0,7105,O=C(N1CCc2ncccc2C1)C12CCCC1CC(NC1CCOCC1)C2
1048,Fc1ccc(cc1)n2cc(C3CCNCC3)c4cc(Cl)ccc24,204.0,1,1,1,1,1,1,1,7106,c1ccc(-n2cc(C3CCNCC3)c3ccccc32)cc1
6911,OC[C@@H]1CCCN1Cc2nc3ccccc3n2Cc4ccc(Cl)cc4,1000.0,1,1,1,1,1,1,1,7107,c1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1
8230,Fc1cc(CC(=O)N2CCC2)ccc1OCC[C@@H]3C[C@@H]3C4CCN(CC4)c5ncc(Cl)cn5,3500.0,0,,,,,1,1,7108,O=C(Cc1ccc(OCCC2CC2C2CCN(c3ncccn3)CC2)cc1)N1CCC1
4547,COc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC(C3)NC(=O)CNc4n[nH]c5ccc(cc45)C(F)(F)F,32000.0,0,0,0,0,,0,0,7109,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCC(c3cccnc3)CC2)C1
2957,Cl.Cc1ncoc1c2nnc(SCCCN[C@@H]3CC4C[C@@]4(C3)c5ccc(cc5F)C(F)(F)F)n2C,1000.0,1,1,1,1,1,1,1,7110,c1ccc(C23CC(NCCCSc4nnc(-c5cnco5)[nH]4)CC2C3)cc1
5868,CCOc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C[C@H]5CCCO5)C4)C(=O)c3n2)c6cccnc6C,14000.0,0,0,,,,0,1,7111,O=c1c2nn(-c3ccccc3)cc2nc(-c2cccnc2)n1CC1CCCN(CC2CCCO2)C1
3788,CC(C)NCC(O)c1ccccc1Cl,1000000.0,0,0,0,0,0,0,0,7112,c1ccccc1
3940,COc1cc(\C=C\2/CCCN3[C@H](CON=C23)c4cc(F)c(F)c(F)c4)ccc1n5cnc(C)c5,1000.0,1,1,1,1,1,1,1,7113,C(=C1CCCN2C1=NOCC2c1ccccc1)c1ccc(-n2ccnc2)cc1
2598,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)N5CCOCC5,20400.0,0,0,0,,,0,0,7114,c1cc2nc(-c3cnc(N4CCOCC4)s3)ccc2cc1CCN1CCCC1
4127,Clc1ccc(Cl)c(NC(=O)NS(=O)(=O)c2ccc(OCCCCN3CCCCC3)cc2)c1,100000.0,0,0,0,0,0,0,0,7115,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1
4797,COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1,33000.0,0,0,0,0,,0,0,7116,O=c1cnc2ccccc2n1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1
291,COc1ccc2cc(CCC(=O)C)ccc2c1,1000000.0,0,0,0,0,0,0,0,7117,c1ccc2ccccc2c1
6419,C[C@H]1N(CCn2c1nnc2c3onc(C)n3)C(=O)c4ccc(cc4)c5cccs5,5100.0,0,,,,,1,1,7118,O=C(c1ccc(-c2cccs2)cc1)N1CCn2c(nnc2-c2ncno2)C1
920,C[C@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,10000.0,0,,,,,1,1,7119,c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)nc1
6274,OC1(Cc2ccc(F)cc2)CCN(CCNC(=O)Nc3ccnc4ccsc34)CC1,5000.0,0,,,,,1,1,7120,O=C(NCCN1CCC(Cc2ccccc2)CC1)Nc1ccnc2ccsc12
3563,O=C(NCC1(CCCC1)N2CCOCC2)N3CCC(CC3)c4onc(n4)c5ccc6ccccc6n5,10000.0,0,,,,,1,1,7121,O=C(NCC1(N2CCOCC2)CCCC1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1
5266,Nc1nc2cc3CCN(Cc4cccc(F)c4)CCc3cc2s1,6800.0,0,,,,,1,1,7122,c1ccc(CN2CCc3cc4ncsc4cc3CC2)cc1
4141,Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,7943.28,0,,,,,1,1,7123,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1
3764,CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3ccc4CN(CCc4c3C)C(CO)CO,12882.5,0,0,,,,0,1,7125,c1ccc(-c2nc(-c3ccc4c(c3)CCNC4)no2)cc1
133,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,1000000.0,0,0,0,0,0,0,0,7126,c1ccccc1
5754,COC1COCCC1N[C@@H]2C[C@H]3CN(C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)C(=O)C#CC6CC6,49600.0,0,0,0,0,0,0,0,7127,O=C(C#CC1CC1)N1CC2CC(NC3CCOCC3)CC2(C(=O)N2CCc3ncccc3C2)C1
6082,COc1cnc2C=CC(=O)N(CCN3CCC(CC3)NCc4cnc(C)c(c4)C#N)c2c1,50600.0,0,0,0,0,0,0,0,7128,O=c1ccc2ncccc2n1CCN1CCC(NCc2cccnc2)CC1
453,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,1000000.0,0,0,0,0,0,0,0,7129,O=C1CCCC1Cc1ccccc1
551,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,1000000.0,0,0,0,0,0,0,0,7130,c1ccc2[nH]ccc2c1
3403,Cc1onc(c1CC(=O)NCc2ccc(OCC(F)(F)F)nc2)c3c(Cl)cccc3Cl,26302.68,0,0,0,,,0,0,7131,O=C(Cc1conc1-c1ccccc1)NCc1cccnc1
2848,CC(C)N1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cn4,12000.0,0,0,,,,0,1,7132,O=C(Nc1ccc(-n2ccccc2=O)cc1)C1CNCC1C(=O)Nc1ccccn1
72,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,1000000.0,0,0,0,0,0,0,0,7133,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1
6966,CCC1Oc2ccc(cc2C3(COC(=N3)N)C14COC4)c5cncc(c5)C#CC,7940.0,0,,,,,1,1,7134,C1=NC2(CO1)c1cc(-c3cccnc3)ccc1OCC21COC1
7891,CN1C=CC(=CC1=O)N2CCC3(CCN(C[C@H](O)c4ccc5C(=O)OCc5c4C)CC3)C2=O,60000.0,0,0,0,0,0,0,0,7135,O=C1OCc2cc(CCN3CCC4(CC3)CCN(c3cc[nH]c(=O)c3)C4=O)ccc21
2793,CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3F)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,6900.0,0,,,,,1,1,7136,O=C(c1ccccc1)N1CCN(c2ccccc2)CC1
2751,OC(c1ccc(F)c(c1)C#N)(c2ccc3c(cnn3c4ccc(F)cc4)c2)C(F)(F)F,10000.0,0,,,,,1,1,7137,c1ccc(Cc2ccc3c(cnn3-c3ccccc3)c2)cc1
1157,CC(=O)c1ccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)cc1,20.3,1,1,1,1,1,1,1,7138,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1
7823,Clc1cnc(nc1)N2CCC(CC2)[C@H]3C[C@H]3CCOc4ccc(CC(=O)N5CCC5)cc4,7400.0,0,,,,,1,1,7139,O=C(Cc1ccc(OCCC2CC2C2CCN(c3ncccn3)CC2)cc1)N1CCC1
7127,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5ccncc5,100.0,1,1,1,1,1,1,1,7140,c1ccc(N2CCC3CN(CCCSc4nnc(-c5ccncc5)[nH]4)CC32)cc1
2911,CNC(=O)c1ncn2c1COc3c(CCN4CCN(CC4)c5cccc6nc(C)ccc56)cccc23,1584.89,0,,,,,1,1,7141,c1cc(CCN2CCN(c3cccc4ncccc34)CC2)c2c(c1)-n1cncc1CO2
2110,CCc1oc(CCc2cc(cc(NC(=O)C)n2)N3CCOCC3)nc1C,7000.0,0,,,,,1,1,7142,c1cc(N2CCOCC2)cc(CCc2ncco2)n1
4187,CCOc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCCCC4)nn3,12589.25,0,0,,,,0,1,7143,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1
6134,CN(C)c1ncc(\C=C\c2c(F)cccc2F)cn1,40500.0,0,0,0,0,0,0,0,7144,C(=Cc1cncnc1)c1ccccc1
6309,O[C@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5n4)CN6C(=O)CCc7ncc(F)c1c67,60000.0,0,0,0,0,0,0,0,7145,O=C1COc2ccc(CNC34CCC(CC5CN6C(=O)CCc7nccc5c76)(CC3)OC4)nc2N1
7290,CN(C)Cc1ccc(OC2CN(C2)C(=O)c3oc(nn3)c4ccccc4)c(C)c1,8600.0,0,,,,,1,1,7146,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccccc2)C1
2519,C[C@@H](O)C(=O)NC1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl,120.0,1,1,1,1,1,1,1,7147,c1ccc(-c2cc3c(nc2-c2ccccc2)OCCC3)cc1
2065,C[C@@H]1Sc2ccccc2O[C@@H]1c3ccc(OCCCN4CCCC4)cc3,5.0,1,1,1,1,1,1,1,7148,c1ccc2c(c1)OC(c1ccc(OCCCN3CCCC3)cc1)CS2
181,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,1000000.0,0,0,0,0,0,0,0,7149,c1ccccc1
4409,C(CC(c1ccccc1)c2ccccc2)NCCc3ccccc3,2790.0,0,,,,,1,1,7150,c1ccc(CCNCCC(c2ccccc2)c2ccccc2)cc1
4887,Nc1ccccc1NC(=O)\C=C\c2ccc(cc2)[C@H]3CN(CCO)C[C@@H]3C(=O)Nc4ccc(Cl)cc4,15000.0,0,0,,,,0,1,7151,O=C(C=Cc1ccc(C2CNCC2C(=O)Nc2ccccc2)cc1)Nc1ccccc1
5549,COc1cc(ccc1n2cnc(C)c2)c3nc4[C@@H](OCCn4n3)c5ccccc5C(F)(F)F,10000.0,0,,,,,1,1,7152,c1ccc(C2OCCn3nc(-c4ccc(-n5ccnc5)cc4)nc32)cc1
5065,COc1cc(Nc2cc(ccn2)c3cccc(c3)C#N)ccc1N4CCN(C)CC4,1300.0,0,,,,,1,1,7153,c1ccc(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)c2)cc1
3930,CN1C(=O)N(Cc2c(cnc3ccccc23)C#N)C(=O)c4c1c(C#N)c(N5CCCNCC5)n4CC=C(C)C,900.0,1,1,1,1,1,1,1,7154,O=c1[nH]c2cc(N3CCCNCC3)[nH]c2c(=O)n1Cc1ccnc2ccccc12
6903,C[C@H]1CCCN1Cc2nc3cc(C)ccc3n2Cc4ccc(Cl)cc4,1000.0,1,1,1,1,1,1,1,7155,c1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1
1383,COc1ccc(CN(C)C)c(Oc2ccc(Cl)c(Cl)c2)c1,234.0,1,1,1,1,1,1,1,7156,c1ccc(Oc2ccccc2)cc1
5352,O[C@H](COc1ccc(Cl)cc1)CN2CCN(Cc3c(F)cccc3Cl)CC2,2070.0,0,,,,,1,1,7157,c1ccc(CN2CCN(CCCOc3ccccc3)CC2)cc1
